0.5,10,0.06118999323867478,0.6458418325904315
0.5,20,0.08316430020283976,0.6548165389147732
0.5,50,0.1592292089249493,0.6834522294822662
0.5,100,0.30899256254225826,0.7371359275243474
0.5,200,0.6359026369168357,0.8295723382632268
0.5,250,0.7734956051386072,0.8598131006777269
0.55,10,0.09398242055442867,0.6592027347271375
0.55,20,0.13624070317782286,0.675188603208662
0.55,50,0.2501690331304936,0.7177859526908626
0.55,100,0.4570655848546315,0.7827936734160253
0.55,200,0.8120351588911426,0.8673621623311145
0.55,250,0.9124408384043272,0.8834932167253042
0.6000000000000001,10,0.149763353617309,0.6797918632412933
0.6000000000000001,20,0.20757268424611225,0.7015654964580582
0.6000000000000001,50,0.37762001352265046,0.7596954079983375
0.6000000000000001,100,0.6402974983096686,0.8313963600397977
0.6000000000000001,200,0.9357674104124408,0.8864001964878174
0.6000000000000001,250,0.9841108857336038,0.8918083598686599
0.6500000000000001,10,0.22616632860040567,0.7091343435843765
0.6500000000000001,20,0.30831643002028397,0.7378999673284259
0.6500000000000001,50,0.5317782285327924,0.8035477997466886
0.6500000000000001,100,0.8059499661933739,0.8660710719339507
0.6500000000000001,200,0.9905341446923597,0.8929139057053695
0.6500000000000001,250,0.9972954699121027,0.8930282449163811
0.7000000000000002,10,0.325895875591616,0.7437969750355631
0.7000000000000002,20,0.4445571331981068,0.7787824414480737
0.7000000000000002,50,0.7055442866801893,0.8461133764988005
0.7000000000000002,100,0.922920892494929,0.885533710206742
0.7000000000000002,200,0.9979716024340771,0.893054840661062
0.7000000000000002,250,1.0,0.8931697754982779
0.7500000000000002,10,0.4746450304259635,0.7867827813604117
0.7500000000000002,20,0.6088573360378634,0.8211432909334803
0.7500000000000002,50,0.8509127789046653,0.8743137531253746
0.7500000000000002,100,0.9854631507775524,0.8923191898151613
0.7500000000000002,200,1.0,0.8931697754982779
0.7500000000000002,250,1.0,0.8931697754982779
0.8000000000000003,10,0.6338742393509128,0.8254207347828685
0.8000000000000003,20,0.7778904665314401,0.8603471197116259
