1,57.6089,85.8755,110.814,133.581
2,63.6927,84.1587,105.755,126.502
3,65.5141,86.046,106.656,126.576
4,66.4554,85.8356,106.155,125.708
5,68.8092,87.4683,106.835,125.769
6,71.5044,88.5,106.403,124.421
7,73.4477,90.1122,107.493,123.769
8,74.923,90.7718,107.604,123.043
9,75.4769,90.4504,105.878,121.038
10,77.334,91.8424,106.332,120.731
11,81.0533,94.8286,109.036,122.925
12,82.9541,96.4526,109.988,123.65
13,85.0506,97.5136,110.508,123.058
14,86.8256,98.8284,111.274,123.422
15,89.0162,99.9921,111.953,123.406
16,90.9734,101.654,112.41,123.106
17,92.8477,102.775,113.333,123.518
18,95.0144,104.341,113.928,123.795
19,97.3305,105.78,114.747,123.398
20,103.405,110.999,119.56,127.904
21,105.247,112.655,119.752,127.485
22,107.303,113.611,120.839,128.092
23,109.5,114.881,121.699,127.82
24,111.321,116.32,122.24,127.824
25,113.073,117.936,122.748,128.199
26,115.283,119.07,123.67,128.162
27,117.024,120.835,124.444,127.894
28,119.171,122.09,125.428,128.302
29,122.245,123.931,126.692,127.263
30,118.581,119.593,121.642,121.496
31,123.884,124.514,124.565,124.857
1,41.4147,64.8124,86.2739,109.272
2,55.4929,79.059,103.165,126.01
3,59.8552,82.1094,103.384,123.274
4,68.5475,85.9441,103.261,120.366
5,70.4998,87.1598,104.52,120.303
6,61.6882,79.2197,96.9451,115.133
7,63.4853,80.3667,97.5735,115.604
8,66.6468,81.9384,98.344,113.988
9,68.5109,83.6521,99.1283,114.707
10,70.6798,85.4331,100.304,115.834
11,72.8473,86.7681,101.284,115.691
12,74.949,88.2098,102.4,115.944
13,76.7981,89.6075,103.183,116.788
14,79.2332,91.4049,104.38,116.895
15,80.8639,93.1261,105.478,117.792
16,84.1419,101.6,110.817,120.295
17,84.5266,101.42,110.842,120.704
18,95.9707,103.844,112.266,120.96
19,84.3842,101.504,111.154,120.435
20,84.4302,100.505,110.214,118.887
21,86.2952,101.847,110.596,119.06
22,96.0269,109.883,115.298,120.575
23,98.049,111.045,115.721,120.721
24,96.3748,109.313,115.094,120.703
25,97.0172,109.317,115.164,120.878
26,102.938,113.489,117.009,121.299
27,115.854,117.583,119.266,120.07
28,116.381,107.529,108.243,110.251
29,103.569,104.812,106.423,108.37
29,112.447,116.039,119.79,123.719
29,117.621,119.185,121.185,122.758
29,113.967,115.499,115.574,117.382
29,114.866,117.964,121.747,124.892
29,106.394,110.732,112.14,114.337
29,106.671,107.949,110.022,110.72
