10,10,105.637,38.8459,144.483,240.407,105.646,69.8001,175.447,234.901,104.639,99.6622,204.301,235.505,104.91,127.946,232.856,232.414,
11,14,119.446,33.051,152.497,234.844,116.504,59.3849,175.889,228.529,117.429,86.2447,203.674,228.956,116.275,108.673,224.948,224.719,
12,14,120.827,34.5991,155.426,242.114,121.173,61.8321,183.005,237.562,119.376,88.6546,208.03,236.065,120.446,114.609,235.055,234.939,
13,14,121.286,35.8807,157.166,245.806,121.146,62.177,183.323,237.815,120.044,88.8165,208.86,235.747,119.421,113.921,233.342,234.089,
14,14,119.878,33.968,153.846,237.552,119.726,61.5599,181.286,235.839,119.097,87.7112,206.808,233.858,119.352,114.33,233.682,232.976,
15,18,135.367,29.6449,165.012,238.65,135.005,53.2888,188.293,236.391,134.803,77.3674,212.17,236.255,135.171,99.9594,235.131,234.831,
16,16,128.026,33.034,161.06,242.274,127.835,59.3465,187.181,238.866,127.355,83.0195,210.375,235.909,127.022,106.84,233.863,233.659,
17,20,143.028,28.4173,171.445,242.983,142.509,49.7613,192.27,236.283,142.947,70.9879,213.935,236.249,142.208,92.9361,235.144,234.806,
18,20,142.503,27.9981,170.501,239.934,143.422,50.1121,193.534,238.125,142.37,71.5255,213.896,235.877,141.928,92.5773,234.505,234.163,
19,20,142.385,27.7083,170.093,242.663,142.518,49.6877,192.206,237.02,142.304,71.5221,213.826,236.619,142.696,93.2773,235.973,236.534,
20,21,146.662,27.5365,174.199,243.884,146.281,47.3897,193.671,236.611,146.491,68.3672,214.859,235.543,145.92,89.8547,235.775,234.132,
21,25,162.274,22.7698,185.043,243.633,161.493,39.3673,200.86,237.478,161.132,57.2139,218.346,236.861,161.582,74.8428,236.425,239.07,
22,23,155.395,25.3603,180.756,244.029,153.683,43.9035,197.587,236.654,153.801,62.8744,216.676,235.773,153.569,80.9014,234.471,234.873,
23,27,169.01,19.8226,188.832,242.844,169.344,35.1027,204.447,237.549,169.991,51.0367,221.027,238.074,169.789,66.7159,236.505,237.075,
24,25,161.711,22.9875,184.699,242.701,162.188,40.3243,202.512,238.79,161.358,57.3071,218.665,237.252,161.342,74.5526,235.895,235.258,
4,5,98.9721,14.4392,113.411,243.882,101.789,23.0623,124.851,261.167,101.412,30.6977,132.11,246.75,101.723,41.1415,142.865,247.065,99.3532,48.3005,147.654,242.477,97.7814,56.0503,153.832,236.703,99.4582,67.8406,167.299,243.222,99.5862,74.6329,174.219,241.284,99.8628,84.9591,184.822,246.763,98.6194,90.5414,189.161,242.657,99.348,100.712,200.06,244.852,99.188,110.418,209.606,244.643,101.316,117.91,219.226,245.986,99.1825,126.21,225.392,241.486,99.7466,134.384,234.13,242.17,100.099,142.668,242.767,243.431,
5,5,99.2686,14.3422,113.611,243.546,102.192,22.9921,125.184,260.993,102.765,31.4973,134.262,249.506,99.7126,40.6722,140.385,243.021,99.2508,47.5633,146.814,239.929,98.56,56.6066,155.167,239.304,103.867,71.3657,175.232,255.85,99.1659,74.156,173.322,241.113,100.188,84.7646,184.952,245.465,99.323,90.1656,189.489,243.431,101.636,101.652,203.288,246.775,100.826,112.238,213.064,247.818,100.935,120.011,220.946,250.797,99.6937,130.009,229.703,243.026,102.366,135.534,237.9,241.713,99.3831,143.23,242.613,241.859,
6,8,102.437,13.6015,116.038,238.911,103.949,22.8558,126.805,251.963,102.466,29.2708,131.737,237.921,104.722,40.3231,145.045,241.756,104.367,46.6604,151.028,243.29,104.656,54.7558,159.412,238.005,103.441,65.0906,168.531,239.216,103.883,70.4874,174.371,235.59,103.611,78.5495,182.16,236.621,102.726,84.9612,187.687,236.375,103.819,95.0665,198.886,239.186,102.309,103.1,205.409,237.683,102.918,108.62,211.538,239.104,103.601,119.131,222.732,238.482,101.919,127.096,229.015,237.367,103.912,135.984,239.896,237.182,
7,8,112.497,13.3246,125.821,246.467,113.77,20.7494,134.519,256.043,113.55,29.2908,142.841,244.941,113.301,37.4281,150.729,243.392,111.591,43.3245,154.916,236.603,113.902,52.1986,166.101,243.198,112.442,63.2089,175.651,247.773,113.267,67.6081,180.875,243.603,113.625,78.4061,192.031,247.863,111.706,81.2575,192.964,242.546,113.073,93.6062,206.68,245.276,111.719,99.7079,211.427,243.81,111.866,105.133,216.999,242.554,111.654,113.051,224.705,238.747,111.5,122.314,233.814,241.422,109.53,128.874,238.403,239.654,
8,9,99.0805,14.0281,113.109,241.41,99.3268,21.6343,120.961,244.284,103.265,29.0096,132.274,236.469,103.706,39.0948,142.801,243.821,101.774,46.1762,147.95,238.833,100.355,53.6524,154.007,232.904,100.932,62.747,163.679,231.207,101.447,68.6011,170.048,233.367,102.014,78.345,180.359,237.822,101.196,84.0943,185.29,235.044,101.279,93.5089,194.788,234.188,101.098,102.119,203.218,233.823,101.807,108.344,210.152,236.489,100.596,116.772,217.368,235.724,100.806,126.214,227.02,236.754,101.881,130.888,232.769,231.414,
9,10,111.122,11.9978,123.12,231.397,115.098,21.0931,136.191,251.914,112.754,26.6936,139.447,234.659,114.995,36.6622,151.657,237.377,113.692,41.4664,155.159,235.197,112.28,49.3581,161.638,234.678,111.698,57.212,168.91,231.101,112.424,65.1229,177.547,237.25,111.758,72.5622,184.32,236.119,111.382,77.6413,189.024,236.354,111.89,86.1451,198.035,233.758,112.432,94.1094,206.541,236.679,110.173,98.9924,209.165,233.413,111.407,109.929,221.337,234.823,110.972,115.768,226.74,235.221,110.885,121.943,232.828,233.878,
10,10,112.57,12.0713,124.641,236.272,113.857,20.2371,134.094,251.44,115.352,27.5395,142.891,247.712,113.504,35.6524,149.156,240.163,111.283,40.8776,152.161,235.183,110.118,48.0103,158.128,229.798,114.077,59.0137,173.091,239.361,111.053,62.8057,173.859,231.526,112.989,72.3695,185.359,235.506,112.802,78.3501,191.152,237.206,111.862,86.8054,198.668,236.091,111.548,94.0267,205.574,236.839,111.198,98.8179,210.016,234.838,112.141,108.8,220.941,236.665,113.494,118.674,232.167,238.261,110.789,122.025,232.814,234.106,
11,12,121.423,13.1653,134.588,236.822,123.478,19.4157,142.893,248.204,122.653,25.2072,147.861,241.221,119.464,33.8861,153.35,239.509,119.17,39.4328,158.602,234.026,118.948,46.9233,165.872,235.709,119.18,55.1077,174.288,238.21,117.978,61.6749,179.653,237.373,118.439,68.5163,186.955,236.377,117.703,71.0548,188.758,231.494,118.402,81.2554,199.657,235.704,118.32,88.7896,207.109,235.997,117.148,93.8272,210.975,234.237,118.204,102.326,220.529,234.844,119.564,109.802,229.367,237.519,117.869,114.522,232.391,233.827,
12,14,126.658,11.8864,138.544,235.995,126.8,17.4149,144.215,242.184,126.475,23.6584,150.134,235.356,124.438,31.9033,156.341,231.65,124.969,37.1223,162.091,232.945,125.623,43.6167,169.239,235.968,124.63,51.4694,176.099,235.431,124.796,56.6858,181.482,229.924,123.672,63.2606,186.933,234.139,125.627,69.0387,194.665,233.859,125.355,77.2695,202.625,236.63,128.523,86.064,214.587,243.95,125.368,88.3355,213.703,236.327,124.691,97.5011,222.192,235.902,127.961,106.264,234.225,239.747,126.549,107.017,233.566,232.334,
13,14,125.631,11.3919,137.023,232.375,126.512,17.861,144.373,242.974,126.303,24.1545,150.457,235.248,127.673,31.4716,159.145,237.68,124.617,36.9959,161.612,233.597,124.373,44.0842,168.457,231.847,127.21,51.1988,178.409,234.755,124.548,55.7641,180.312,229.583,125.266,65.9409,191.206,235.408,124.791,69.6661,194.457,232.592,125.208,76.7391,201.947,235.598,127.306,84.0621,211.368,236.703,126.706,89.1764,215.882,240.103,126.443,96.9576,223.401,234.972,123.911,102.817,226.728,232.766,124.793,106.961,231.754,232.452,
