1,2,1.87478,2.67485,4.54963,6.25485,2.0704,3.0424,5.1128,6.23741,1.74381,3.90634,5.65014,6.24317,1.73315,4.69862,6.43178,5.99501,
2,3,3.01632,2.39702,5.41334,6.21725,2.37846,2.83562,5.21408,6.19142,2.10573,3.57837,5.6841,6.2231,2.52106,4.29731,6.81837,6.06144,
3,4,2.72243,2.1599,4.88234,6.26947,2.62803,2.5544,5.18243,6.25792,2.74643,3.1593,5.90573,6.21926,2.57882,3.8361,6.41491,6.05619,
4,5,3.45882,1.89792,5.35674,6.19459,3.22326,2.23357,5.45683,6.2207,3.11773,2.79632,5.91405,6.26429,3.16845,3.37338,6.54182,6.07728,
5,5,3.35037,1.92211,5.27248,6.25856,3.29178,2.24298,5.53475,6.13744,3.50253,2.8312,6.33373,6.19062,3.20938,3.35312,6.5625,5.99328,
6,7,4.08458,1.39571,5.48029,6.13011,4.00672,1.66832,5.67504,6.12157,4.13581,2.12486,6.26067,6.24035,4.19283,2.46522,6.65805,6.19341,
7,8,4.56067,1.18214,5.74282,6.1456,4.56115,1.36448,5.92563,6.1439,4.57296,1.68822,6.26118,6.19504,4.5504,2.07078,6.62118,6.08144,
8,8,4.63018,1.15626,5.78643,6.09526,4.68304,1.40957,6.09261,6.13779,4.62598,1.73408,6.36006,6.10006,4.62563,2.06192,6.68755,5.98787,
9,10,5.50282,0.659072,6.16189,6.08554,5.53805,0.840896,6.37894,6.10499,5.3464,0.970496,6.3169,6.10909,5.39878,1.14112,6.5399,6.02822,
