1,2,180.878,62.5102,243.388,413.136,181.863,125.6,307.462,412.494,182.07,184.791,366.861,417.65,183.913,236.772,420.686,420.071,
2,2,179.088,63.3927,242.481,411.932,181.003,127.667,308.67,415.462,181.817,187.938,369.755,416.126,182.976,237.056,420.032,417.082,
3,4,227.709,48.965,276.674,414.694,230.162,100.925,331.087,415.684,229.47,148.045,377.514,414.812,228.536,186.869,415.405,416.309,
4,4,228.19,48.7354,276.925,412.755,228.795,100.71,329.505,414.311,229.502,146.687,376.189,415.814,231.518,188.403,419.921,413.156,
5,6,280.247,37.1098,317.357,411.1,278.657,74.4599,353.117,419.386,278.828,109.832,388.66,419.273,278.582,138.81,417.392,420.795,
6,7,298.948,30.6851,329.633,410.814,298.488,61.421,359.909,412.388,302.553,92.0183,394.571,415.067,301.007,115.916,416.923,413.371,
7,8,322.811,24.8186,347.629,417.311,323.651,51.4677,375.118,413.552,325.5,73.5664,399.066,415.593,325.598,93.0253,418.624,418.87,
8,8,319.79,24.0859,343.876,412.394,322.861,50.6267,373.487,414.839,324.553,73.421,397.974,413.624,324.262,93.0389,417.301,414.619,
9,9,346.105,18.5066,364.612,411.132,343.634,38.0907,381.725,414.988,343.779,55.0258,398.804,414.854,348.498,71.0338,419.532,415.831,
