8,8,77.8149,46.9503,124.765,253.878,79.9463,90.6904,170.637,256.222,80.9698,135.04,216.01,259.028,80.0047,173.705,253.71,251.995,
9,9,83.7326,47.2439,130.976,255.398,83.6882,90.617,174.305,259.303,83.8523,130.783,214.635,257.554,84.2203,170.692,254.913,255.165,
10,10,88.8338,45.9879,134.822,261.536,88.6718,88.831,177.503,259.491,89.5528,129.817,219.37,259.775,87.9144,169.684,257.598,256.147,
11,11,91.4309,47.5474,138.978,256.983,92.3546,85.742,178.097,258.299,93.5973,128.156,221.753,263.093,92.4966,162.774,255.271,254.934,
12,12,97.1157,44.5589,141.675,260.594,97.3013,83.3989,180.7,258.476,97.3957,123.446,220.842,261.288,97.3137,160.566,257.88,257.329,
13,13,100.163,42.662,142.825,262.189,101.86,82.5454,184.406,260.312,100.633,121.085,221.717,260.085,99.9853,157.835,257.82,258.131,
14,14,106.388,42.6277,149.015,263.537,106.01,81.4308,187.44,265.165,105.827,117.662,223.489,263.277,105.568,153.202,258.769,260.794,
15,15,108.962,41.968,150.93,263.58,111.424,78.9429,190.367,267.854,110.543,116.119,226.662,266.126,109.145,149.079,258.224,259.29,
16,16,113.357,40.7124,154.07,263.422,115.344,75.5524,190.896,266.467,114.041,111.305,225.346,262.222,114.053,147.049,261.102,261.059,
17,17,117.134,40.5671,157.701,264.792,120.17,75.193,195.363,268.718,119.266,110.823,230.089,268.841,119.394,144.214,263.608,261.429,
18,18,122.439,37.692,160.131,268.613,123.233,73.079,196.312,266.495,124.758,107.657,232.415,266.987,122.674,138.862,261.536,261.04,
19,19,127.599,36.8735,164.473,266.683,127.182,70.1905,197.372,270.837,127.602,104.199,231.801,268.112,129.759,137.538,267.297,266.91,
20,20,130.738,35.9846,166.723,266.853,133.227,69.0073,202.234,272.091,134.065,101.601,235.666,270.578,130.401,132.802,263.203,264.334,
21,21,135.021,36.1373,171.159,268.868,137.135,66.1141,203.249,269.935,134.508,100.27,234.778,270.478,135.872,130.874,266.747,268.992,
22,22,138.342,33.4669,171.809,269.029,139.772,65.3168,205.089,271.581,139.301,97.6281,236.929,268.16,139.174,126.605,265.779,265.426,
23,23,143.168,33.1599,176.328,270.483,143.643,64.4037,208.047,271.815,144.115,95.1361,239.251,270.145,142.85,122.551,265.401,267.094,
24,24,147.828,31.9395,179.767,272.503,152.163,64.4851,216.648,279.422,149.367,93.5628,242.929,273.347,149.464,119.863,269.327,269.136,
25,25,154.211,30.7938,185.004,273.698,155.69,60.3819,216.072,276.261,150.913,88.954,239.867,269.562,153.369,118.033,271.402,270.648,
26,26,154.881,30.6312,185.512,270.937,158.729,58.3418,217.071,275.073,156.301,86.8637,243.165,271.854,156.664,114.675,271.339,273.11,
27,27,159.703,28.7583,188.461,272.269,163.133,57.9808,221.114,274.402,161.445,84.8904,246.336,272.506,161.064,111.379,272.443,272.572,
28,28,165.201,27.8203,193.021,273.497,165.754,55.0106,220.764,275.707,166.062,81.1169,247.179,272.628,165.314,106.744,272.058,270.709,
29,29,169.323,26.7753,196.098,276.117,171.404,52.5842,223.988,274.368,169.384,79.0373,248.421,276.224,169.333,102.841,272.174,270.823,
30,30,175.852,25.9328,201.785,278.408,175.404,50.1256,225.529,276.248,174.687,76.7349,251.422,276.528,173.004,101.435,274.439,274.71,
8,8,106.411,45.1607,151.572,278.519,109.545,89.184,198.729,284,108.062,131.091,239.154,279.651,108.677,171.779,280.456,280.607,
9,9,112.635,45.5791,158.214,285.853,117.19,87.0693,204.259,288.61,114.244,131.284,245.527,286.396,113.795,168.163,281.958,281.136,
10,10,117.051,45.0887,162.139,281.925,118.362,84.8405,203.203,284.599,117.451,130.424,247.876,291.07,116.547,162.601,279.148,279.184,
11,11,123.526,43.2602,166.787,289.821,127.345,81.8684,209.214,290.073,123.575,122.953,246.528,288.955,121.563,160.059,281.622,280.718,
12,12,126.97,43.8031,170.773,287.622,131.917,80.39,212.307,294.268,128.143,121.427,249.57,286.779,125.131,157.128,282.259,281.915,
13,13,131.737,42.0894,173.826,287.91,132.418,80.7578,213.176,289.227,131.41,118.702,250.112,288.917,132.404,154.712,287.117,288.231,
14,14,136.162,40.4258,176.588,288.71,136.003,76.9156,212.918,287.846,138.271,114.644,252.915,289.744,140.065,151.322,291.387,289.331,
15,15,140.884,39.4823,180.366,293.991,144.32,77.381,221.701,297.013,142.696,114.238,256.934,291.293,141.06,150.439,291.499,288.889,
16,16,144.926,38.1146,183.04,293.355,146.359,75.0412,221.4,293.071,149.999,109.834,259.833,298.042,145.597,144.739,290.336,292.56,
17,17,155.187,37.6249,192.812,298.469,151.153,72.6064,223.76,297.801,152.312,109.147,261.459,296.609,150.777,144.267,295.044,296.63,
18,18,154.692,40.5884,195.28,293.403,154.347,71.7855,226.132,294.5,159.322,106.848,266.17,303.048,154.29,139.268,293.558,293.049,
19,19,164.58,35.5039,200.084,299.82,160.45,69.1781,229.628,298.744,162.763,104.545,267.309,301.539,159.987,134.687,294.674,295.374,
20,20,162.567,34.8314,197.398,296.294,163.792,67.4461,231.238,298.294,162.809,103.089,265.898,300.686,164.179,133.127,297.306,296.108,
21,21,168.594,34.2812,202.875,299.847,168.36,64.9152,233.275,299.864,173.5,98.6164,272.117,304.364,169.561,130.213,299.774,299.302,
22,22,170.602,34.5566,205.159,297.277,170.575,64.4533,235.028,299.105,176.03,95.0598,271.089,303.675,174.65,124.884,299.534,299.346,
23,23,177.689,31.3292,209.018,295.278,178.68,61.0465,239.727,301.544,178.632,91.8607,270.493,299.495,181.594,121.658,303.251,301.857,
24,24,180.664,30.758,211.422,299.158,183.768,59.5766,243.344,301.893,190.635,90.7167,281.352,310.401,183.816,117.149,300.964,301.871,
25,25,185.695,30.3387,216.033,301.279,189.006,57.1473,246.153,304.039,187.829,87.3384,275.168,304.595,189.301,112.34,301.641,302.473,
26,26,190.531,28.5793,219.111,303.466,194.627,56.7571,251.384,305.919,193.492,85.2504,278.743,307.639,192.691,110.037,302.727,303.877,
27,27,194.582,27.2461,221.828,300.701,196.1,53.2767,249.377,305.152,195.882,80.7906,276.672,305.924,195.514,106.915,302.429,302.946,
28,28,200.381,26.2835,226.664,304.018,207.477,52.7602,260.237,314.24,202.084,78.3645,280.449,306.575,201.271,103.126,304.397,307.321,
29,29,205.807,24.8081,230.615,301.159,213.997,50.9253,264.922,318.4,212.034,76.1784,288.212,311.26,206.164,102.09,308.253,309.666,
30,30,207.783,24.8918,232.675,304.731,215.643,50.2694,265.912,315.169,212.68,71.7289,284.409,309.757,215.413,97.504,312.917,312.57,
8,8,108.758,45.3579,154.116,278.975,108.679,88.8941,197.573,282.041,111.451,131.837,243.288,285.929,112.366,172.497,284.863,283.417,
